#,Address,BLOBZ,Points,snapshot_org,golden_blobz,silver_blobz,galxe_leaderboard,blobz_x_fwx,300_bitcoin,questn,gull_network,3960_jk,600_somdej,1000_lqdx,100_op,last_change_to_mint,blobz_invasion,get_golder_blobz,fwx_trading
6378,0x37cFd77e3C482A7C686e757eC1aB0bD8C2Bf05ab,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x37cf6a8a0c8b469C3556B998a1d761B4a04E6Ddd,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x37f5E5aaBC23E9891c33Bf128D6D2E0557225997,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x37f749Ae2E7A28EFE14beD6ccCA5272527E43112,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x38019ebA03708663221192773aD92343f182ee53,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3803431F81fDe7239c6947B09Bdc02a8Beac6ebc,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3804a1A44D4B253d0Df83F85896553599251B0e9,227,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3805a2C0E569Dc118FbF4cAAa301C0f181227772,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3818258d808c1ccb256a73845b4fDF9CcB8e1895,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x382135Cffe0Ee38aefD1c0A9E10aE6138Cb0c265,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3828835DA8eC549DBa86a2E28C375e9B55fF9F0e,227,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6378,0x383BB5d8BaB4e6F5b74b420fCf2F73f6Efae86d7,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x383da7aCEDA7b36bf4F88046ff9E28fa24886333,227,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6378,0x38450324dC7EF00A242486E66B0B4e3CD4d43c27,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x384a78E01E793fa3281461eB5E658b86fE1b6480,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3850DCea77006fd7BcE1DEFdd83848661C90f5e8,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x385DdFD4568Ca5ae932Cb6F2D19f3D5654172186,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3860E143679156618E4cEA5F07872e04b6E7904e,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3866C141788C1CD5fdc0c81C0c0626C2411f4447,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3867245875916Ccb434413A1663E4F22E55dC14c,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3871874078879120BD30e6a92ee5b1eD8a9C05a2,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3872Bf794e878D6295D5129444fAb0279045FA72,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x388Df70542101C3230edc3b744FC38796A5Dc4ca,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x388E37696037Ad4D8B6777577471fA7e75bA7e26,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x389BD7a171c837f9AD00CFA45F2163adA530B958,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x389f28Da20A79022f548F823a771A885F2a74D6F,227,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x38Bae869C82702872d2827Fc3CE393de8B3c6955,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x38C71DCf171293A304a8a6e6605b3ffc14384450,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x38c43BD3C6a7629A6BB9231f54e5198C0B6e00BC,227,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x38c7cC59feF5d05919B91a9819459a6Ac974288b,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x38dC4f2399534AEEE8E1C4aA94FCB088D770a445,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x38dd9db49120724AF95D4DaFdA59163e70F9c265,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x38e57a53597E5fa5474Bb246bB542C2414af59B5,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3908fCfD0842470131CC9b47B1fC953F0E3592dc,227,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x390d727c1Fa341f9933BB795e89a9D0376811842,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x39190A445EB3389769594b84d729cF00c2aEeE03,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3928b141c2a11C14dE7DE4e910520ae4Ad1Da492,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3929eA96Ed7C3957789c8b3c6d6A660921a159F4,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3940350130EF64C21197dCf7A95379f6C336bdeE,227,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6378,0x3943393608D4C7753c490E0d780cCEbad24CD661,227,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x394f54FA96B37FC37aaa433E12CEC4d7ABeECf8e,227,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x395130c6144105D979277819173c65a282133020,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x39551290A5b2FeCe4600d2Bf9cA9395e238DBeE6,227,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x396bB214142c9c599D736b02b3863db5Ea1555c8,227,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x39706D9eB290A97Ee0f38de29fbe04acA9C8a6E7,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3977318f07F3c7136395397d97b710d0241A2A2E,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x397F81beE5D2789EF6EdA72151a75631684334DE,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x399e7fE41A3a2812A9734366AB5EE63e732c5758,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x39B946e35b3DC215455cc95b446eDd8368928d10,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x39C1884589CbC5390DFfB781da878336cc41B289,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x39C3c3C652B5e5724843f9d7aD87257Ecc2d4356,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x39FC686cff92b39D97249dBa96935677D4322B92,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x39a493ce74A024EEd7aC37e3A9cb25389F433e8e,227,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6378,0x39aCf528F7D02C5e6e434eB4CD252e3C9001Db66,227,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x39f9dBe4a60b5F017d95889eF9DC50B58cC543cA,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3A049a39d99b025F1d0Ecf72dD2EE034cFAe4b71,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3A04d1F405063fd3661D58d5C4e57e63B6479aE1,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3A069F0068C9325218AFD481557130dc6FAaD029,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3A2Ed5dc2486d2676B54bc68352366bf8B47D39a,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3A2Ee4251D8490ceD7F3A5977977C75A5ACd26bF,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3A4125FDda71Aec75a9457a9fEf3Bd41745d1502,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3A414821B587a96c66EA29200aC0ee1F20a3D2f3,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3A4E1e525FaE9001037936164fC440df6E71f412,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3A59fFCD285E6BA2fC5FFcA27DD4550eDa3A6e41,227,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6378,0x3A7d036d38B8502b9F004Bc35f769BC7C23c092C,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3A8d89b755084a1bbb2AE42512Dd48F9C157E3c2,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3A97DA416Ddd6FcCcA99DD7c82E5F09E0302F0Da,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3ABf81274Fc73ACD77307e256aDd242a19385a2C,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3AF6a5Ee1F278ebc8D1f9e38Ea50110A79f0b3e8,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3Af6091b177BF48eB28A536955B28D5396969D7F,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3B0F627E5051c40Cf2787C9cd954E40a3d44E753,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3B2536bd72a2F890bFc9C73e7BC298b97D84630B,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3B2Ae6DB08362C1c52a22C6E44902BEe097c4E4a,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3B5013Dab6879Ae5442a2DFe75341Fd52CdaAb04,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3B5785022610193CF0bDEE63CEfbDd6AcaC1760D,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3B58bf4C830Dd93233c8aFc11E6735A58E8B1769,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3B981fA5dD50237dAb6F96A417A6690B6f20FcC4,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3B995E789d851B97C887c418ec55B633978001fe,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3BA791e9A6C25965772dbb7f2ff2Ae621637CAeD,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3BB1A621D07f170a939C9a823a68C485dd819999,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3BC47C0911E7B46c8A169cD8bd0d890df6355385,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3BF6DA4FB11A56CF4991A6Abf9560765ee623eB4,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3C051FF9E78118fb00d8E7612a5f51027cA11cC3,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3C20923c5b71a5d3a83d9c6B38a75a75Dc5069d4,227,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3C3962C0a46C22137E6a455cC3502b4aC1ed014D,227,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3C464f5Eb375007313a11876FafE1e50a5a0b764,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3C4e08f44F5e4912a7a85aD512b658dB57C7D7dc,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3C68Fdf52b957ce66B61d242cEAaBdE501b924A3,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3C6Ec8Fb33537A487d097C4491d3D81AE43C5f9D,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3C7125308D633F903CEAf2f2c44927b92423F084,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3C7838665Ff8215c95500E1a6306e19E146674a0,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3C7d5bB537AbAe440e0Abe552342F422a4B1e6c1,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3C8DA893D802e3dC03b64a8EeE72593b648889C0,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3C955bB678B443ebA60BB45e53214d89913168B3,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3CD19b965212aa1abD650c64444C4A06Ea645F1a,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3Cac45F4A1f2d36D13126E9e3AeA400080c6eEdF,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3Cb149fc3FdBa1faBdCf31655ED1df460064aB95,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3Cea40B4D7A87F2E46382E3a930AA049B9874CcE,227,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6378,0x3D0Db72EB8d80BC016698f1BC19AEa2443F75252,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3D2198fC3907e9D095c2D973D7EC3f42B7C62Dfc,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3D2F8f9108CBBc765DFa527C4c4Ca8A48186D043,227,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3D2a0F51F3d30F55bD29115d0708BCCF410183F2,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3D38D6bFA3405d8ad870Da881D3CC5F03aeE4ff4,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3D3A6C4f6aFE91e0C5C077782177f3Be008Ba333,227,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6378,0x3D460Ea466b623E1Bb0959733135d38a812286D2,227,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3D48543b549FCFBEcfD5d7d18C01355d313958C7,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3D53A62d73048DbC279c2C15f6009556f3dfE130,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3D62e43FaFF5eF892d8b08D68f12964DBc9d18f0,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3D6e063E28Db9414d215BF629662E79088dC791a,227,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6378,0x3D7BF40EC4eB0CD6F6dD2066E193364be6689996,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3D7a67c852b53294bA60434BF67C7c1e116204a6,227,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3D81Fa04B30c7aC4571274E17891fbb9be8a5Bf3,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3DC3828FA7D822C8A234648A9740b6f3E2494DBD,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3DDec0C41595D181F361F8dea61ad250b4c9dF83,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3Dc80B10A70F109a8ad06a42d94BB41b9587A476,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3E070C81C281C9e0080b4AA95A8dC16fe2296421,227,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3E1Eaa47C0014ED47035Ce76A51EFC551af0b23c,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3E334E5fC4bFaC5848f80881f402736b2F52aFEC,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3E3F60b4b1493e7885db3e46670eCFcdc1aF495B,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3E43b22504142f97665EBBaE6FbD2EB773e3d462,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3E44A3F47d807356a55948541d0BccdA2ec9C720,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3E4EbcF6BCe774f89aBa83fC03593d083Cb2daa4,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3E511C122D67213C3b3166DDd78D8625d03B2d8c,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3E542Adf2ec3B478b678ab4bcA0D786Cb5e9A59D,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3E6Aae6601E7f9d38093C3F4b3b02e058A2C16A3,227,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6378,0x3E84428C541fb0ac5EfDc1070Dd4ED271149442d,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3E96e42201BDd499635B0a30cD8bF0aaa1D7770c,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3E9a8d8E9ca47E3B4E6d698A198ce5421Ad0F60e,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3EaFCba8872b88A32529189917dBd682BE0F8D1D,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3F0204ad3B26Db9901dc0729cA6a13BA6Bb40947,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3F15D18efB8f54dd50581804F7f710db41fb9E2b,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3F2F8041443F38BD997C7Cc27529bF4943bBaC7b,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3F3721173aFf420cCbEc4790E049b66E26cd9886,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3F40401FC813804FECa8A35A50903574B3e19BD2,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3F6e473d9457452952026C6a77eA79A469D8bdd3,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3F71F41546F4b10DAA32FAFDbD67419fb1c57AAA,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3F7C14E402fcC3864D6e1aE1C4747ff1805D0512,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3F7F3E2A103cFa80658FC7Fc92a068e19A86B892,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3F88C96A4fE31b9BEf364BA609312FaEe8994527,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3F8A8Aa0E5129f9aAB7F6460F6D134b9b1510cEB,227,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3F9D06d42cB2B04ADa2D9A8cdFBF63c5206d7deb,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3F9d386eeb91304aB65899b567EE8756D3298d40,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3F9dF9B5f8dcf6210C99c41406E60Ce7215a9d79,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3FCd59E9B4003ED606938A7Fe11a615bbD56F01c,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3FD8F6B1928de355479b5729Ef52423A32A5663f,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3FEc08122f3b858ad0e9FdCf37F264916ce37719,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3a38d415A06528bE58E0Eaa823062656AF494E3F,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3a3A8e8722851C288E7Be46B4254cE3b3AFb09e2,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3a3c3A5115bC299FE4E03664C9BcCf43bC252A7D,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3a3c7004fF336c999e0fE6Ed4dF4F81ad428088e,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3a44cA8A03A8A8bdd550963F82DEa05b5f80Ab0E,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3a460DAdc881B8d6eB47D71dd11F5959e77Edd51,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3a7704eb5743e3aABf990737e287106E008163FC,227,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6378,0x3a88f97f0B7697d7Aba061c2Ea043bB490E9cFFA,227,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6378,0x3aDc4d1d36E6707E8349B86E8bDb6c5AF50Ad361,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3aEf315B67C2e23Aae9E9c1174D05371E2c9b144,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3aFF5Ae7a64450f96425C90C4BA928B9db8fBfC3,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3ab79b57F116D83f26cDA50e4B4d055D658220F2,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3adC22a32E285B68047afB4050Ec5B3Cc892dF6c,227,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6378,0x3adDb670e8F242749779C16e0ECF1C4c99194627,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3ae691584bD391741C305f9a3e66d89C7bb6B6f7,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3b00Ab3F202ba1E375a82697DCB7358B3A78ac83,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3b014DBD9C304b14Fb5Ab4Ef8f473AE45dDD2F23,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3b0A393ACb228E8C00c634eeAf2AFc570209C2C6,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3b17B2508250510981B8ebecC7a2b3c5ecf10ecd,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3b3b747AaE49BECb89B60C965400F0631d56FB5A,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3b453863E2cA9fB9Ca6876D2e1fE2f55305a5268,227,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3b46945Ea2DA4cF1EF7F88Dae3422A7fca848571,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3b6CA30C608eb80f8b9c445045FF33CbF0fBC051,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3b78637E124f302cA73257Ea6bABC705ac0208dc,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3b856015B882723BA7417F3e547BCF59bad8c5C4,227,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6378,0x3b85eb9fD62e1b1b211104607ea2341Fa03b2AB7,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3b8A5303b832756Fe7277129a23d61AE119268e6,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3bD99939365A7c4426e7556Dc1F54d868a1d2c09,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3bFc8B2Ba25680853747364455d4c299F494d140,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3baB497B4e83750bbfa935cf52DE108dbaaab6A1,227,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6378,0x3bc6F1d0BCfB1195FCDfC7B5b367B49F2C851475,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3bf9bcE00785904572A83Bc1c63012f99a92f648,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3c0868C046418390909ff261503bA57f7d23c233,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3c0c8ff68BAEC32CA5d8c30Bb094183Be9098C76,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3c244Ee876afE9f55117D53Dc38B462DF428849C,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3c2c939C4695ED8b89Ff80E9484dbE2e3053896F,227,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3c3402590b3882Bae16dC932aC19a7f671C23170,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3c39b7282E5A51B9A8c8639Ad887F625d4c02E9b,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3c4A8052E3405f61A445a20fD885d92DAA0D991D,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3c4C4832f767ae2914bcBa57c7Cc09872a6624e7,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3c72E924749330f1bfEF1D1427884679316CC624,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3c8eb8cf19C6167884084eCfCC5adfB55ac80Fa6,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3c91E964Aa59751E0b729A81Ac8c09f98f14a251,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3cA32Dd3666eD1b69E86B86B420b058cAA8c1aaF,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3cDAD2798D38Ae63C69efec090Db76701a7c9E69,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3cEbd81063903522F6eec938E33F1FFD8ede2bc3,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3cc04875E98EDf01065a4B27e00bcfeDdb76CBA8,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3d015d4d049CFF600c7BAA07b2De70585c68FFd9,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3d021B49A7BA111FbF1083D6133E19FB56Ca8028,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3d0C1523483E5CEEB6d536155449F257fa077E27,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3d0D8fA8cAC3a4602cBdc9A3F5772B0E114d861A,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6378,0x3d21c2BFa40b8882A6d2F338614c65B86F72C7BF,227,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
