#,Address,BLOBZ,Points,snapshot_org,golden_blobz,silver_blobz,galxe_leaderboard,blobz_x_fwx,300_bitcoin,questn,gull_network,3960_jk,600_somdej,1000_lqdx,100_op,last_change_to_mint,blobz_invasion,get_golder_blobz,fwx_trading
168,0x7Fe0639b003536014466E7F5F137733479932126,4090,18,6,0,0,1,1,0,5,1,0,1,0,0,1,2,0,0
168,0x7efD5BA8c85C674016e2154E4739c20a9af81b44,4090,18,5,0,0,1,1,1,5,1,0,0,1,0,1,2,0,0
168,0x8B50D512d2F95D9babb88e3407f06233A7624421,4090,18,6,0,0,1,0,1,5,1,0,1,0,0,1,2,0,0
168,0x8c49A34F8fa8e2b5eBD748394b8685E0275e657d,4090,18,5,0,0,1,1,1,5,1,1,0,0,0,1,2,0,0
168,0x90EB7213Cb30Cb671f1057746d8139C5dcf9B6d1,4090,18,6,0,0,1,1,0,5,1,0,1,0,0,1,2,0,0
168,0x94535DE0Ee84f36343c539285183a98784f5257c,4090,18,4,1,1,1,1,0,5,1,0,0,0,0,0,2,1,1
168,0x96539455E49b8DE5738f85C2347cf7955775f502,4090,18,6,0,0,1,1,0,5,1,0,1,0,1,0,2,0,0
168,0xA0B9ba620028d60430Efc0d7654A2b16cf5c674A,4090,18,5,0,0,1,1,1,5,1,1,1,0,0,0,2,0,0
168,0xA848aBfA0d878bE8616d26B890156f8af8Ee29A3,4090,18,6,0,0,1,1,0,5,1,0,1,0,0,1,2,0,0
168,0xAC86865Ead332e31B1c2d414BA3991618C64A1F1,4090,18,6,0,0,1,2,0,5,0,0,1,0,0,1,2,0,0
168,0xAb5aCc4E241cE7D533B852AEF548ab867F589459,4090,18,6,0,0,1,1,0,5,1,0,1,0,0,1,2,0,0
168,0xAcF74edE037468B5aaaD437fE8691E7f5eBF3441,4090,18,4,1,1,1,1,0,5,0,0,0,0,0,1,2,1,1
168,0xB9Dac5C3965e5C582faDdE3B383622747b22E1Ae,4090,18,4,1,1,1,1,0,5,0,0,0,0,0,1,2,1,1
168,0xDC02781Bd75Fa9102E00440A7E6176985430074D,4090,18,3,2,2,1,1,0,5,0,0,0,0,0,0,2,1,1
168,0xE69453bD9Cf83f7a3d12B5bAA2E555D76A0c8947,4090,18,6,0,0,1,1,0,5,1,0,0,0,1,1,2,0,0
168,0xEB29596e0765097C07372ea19f544749C07c9b1E,4090,18,6,0,0,1,1,0,5,1,0,1,0,0,1,2,0,0
168,0xEc9c38f0A06ef3Ab2C549b3EB90c97e69E1E4E9F,4090,18,4,2,2,1,1,0,5,1,0,0,0,0,0,0,1,1
168,0xEd3f239E704589eF3D978f07781354eFA2e11bB5,4090,18,5,0,0,1,1,1,5,1,0,1,0,0,1,2,0,0
168,0xF823F9D6f0E68E59B385B252d859782aD6BAdc72,4090,18,6,0,0,1,1,0,5,1,1,0,0,1,0,2,0,0
168,0xFAb9933Ef539b812A17E4206B314147286cF2a74,4090,18,5,0,0,1,3,1,5,0,0,0,0,1,0,2,0,0
168,0xFa4D1Dcc35DD22f71CB079bB2ccf2e152661c40A,4090,18,6,0,0,1,1,1,5,1,0,0,0,0,1,2,0,0
168,0xa3939CaeCf3f7846CFeDEB50ED717c628bf23193,4090,18,4,1,1,1,1,0,5,0,0,0,0,0,1,2,1,1
168,0xb2ffA393F0b4072081eB2738EB8340bF877BaE38,4090,18,6,1,1,1,0,0,5,1,1,0,0,0,0,0,1,1
168,0xc37a4dBcCc856eb109334e5B166eB1606A3d204a,4090,18,6,0,0,1,1,0,5,1,0,1,0,0,1,2,0,0
168,0xdC065fB9bd6D5D6651E257E5799Bd38Eaf005FC6,4090,18,6,0,0,1,2,0,5,0,0,0,0,1,1,2,0,0
168,0xeFbacA68f1738103A77c480E271ce77E7997ebCf,4090,18,5,0,0,1,1,1,5,1,0,1,0,0,1,2,0,0
217,0x01C6fbDaa7264E3A4174b1b66DB3b31BEE20beD3,3863,17,6,0,0,1,2,0,5,0,0,1,0,0,0,2,0,0
217,0x02fC158EAd1BaD19985A703dc4EAb5d38759031E,3863,17,5,0,1,1,1,0,5,1,0,0,0,0,0,2,0,1
217,0x0332A05C57a3c9C56F06329fef7B12f30dff8085,3863,17,6,0,0,1,0,1,5,1,0,0,0,0,1,2,0,0
217,0x034eb98b10a29Ea619973f0468D615F9b17E0a72,3863,17,6,0,0,1,1,0,5,1,1,0,0,0,0,2,0,0
217,0x05e20721d94f5d6b561b5Ec307Aeb6c928a76DE1,3863,17,5,0,0,1,4,0,5,0,0,0,0,0,0,2,0,0
217,0x157e14AEaA74Da672E1C6C36d4d86DC29cc436Cd,3863,17,6,2,2,1,1,0,0,0,0,0,0,0,1,2,1,1
217,0x19655b64BC180742F8CC62129D2B29A4b76897De,3863,17,6,0,0,1,3,0,5,0,0,0,0,0,0,2,0,0
217,0x1C670dc214de4819730e7305703ec8C986B8C7fc,3863,17,6,0,0,2,1,1,5,0,0,0,0,0,0,2,0,0
217,0x20A6A6aCb4f7CaE11D302C52dfdc159154387161,3863,17,6,0,0,1,3,0,5,0,0,0,0,0,0,2,0,0
217,0x23D87077274CDB2ADCf2D514e9d9c01986435E46,3863,17,4,1,1,1,1,0,5,0,0,0,0,0,0,2,1,1
217,0x24D20F4E413d54Fc5F78b381EE09fbeea1e19A0b,3863,17,6,0,0,1,2,0,5,0,0,0,0,1,0,2,0,0
217,0x279E03847cA943E6504f284f06b2C4B979ce0198,3863,17,1,2,2,1,2,0,5,0,0,0,0,0,0,2,1,1
217,0x29744bD7B37bDe14F74d281D3BAdBE68b299Be5f,3863,17,6,0,0,1,1,1,5,1,0,0,0,0,0,2,0,0
217,0x2AC04E09e1aa339ce25CFEf14B090ED88B3A691F,3863,17,1,2,2,1,2,0,5,0,0,0,0,0,0,2,1,1
217,0x2a25BBbb6f6f6C4E514957E5fdB2BD1222502ADc,3863,17,6,0,0,1,0,1,5,1,0,0,0,0,1,2,0,0
217,0x2f09d97c52e29DFae99c51C61cD28dAF36f0625e,3863,17,6,0,0,1,1,0,5,1,0,1,0,0,0,2,0,0
217,0x3313BC8138C2e672905c018B303ebC5112794c20,3863,17,6,0,0,1,3,0,5,0,0,0,0,0,0,2,0,0
217,0x33Ac259b25367E44141D0Ae0Bf089a75806b8038,3863,17,6,0,0,1,1,1,5,0,0,0,0,0,1,2,0,0
217,0x363467759BfD02C9E6182c9d2b3015645719A376,3863,17,6,0,0,1,1,1,5,0,0,0,0,1,0,2,0,0
217,0x38F9a6Cb26747194DeB0f6BfB6B89340aAd1B270,3863,17,5,0,0,1,2,0,5,1,0,1,0,0,0,2,0,0
217,0x3E52151b9F13c1F73c095BE69f6CF4fa3Eac14A2,3863,17,6,2,2,2,1,0,0,0,0,0,0,0,0,2,1,1
217,0x3E864292Cea6c7af94d902c4Eb3B8116A709Cd6d,3863,17,1,2,2,1,1,0,5,1,0,0,0,0,0,2,1,1
217,0x3e2941B292437a81403f443f07D7362E9181C8e5,3863,17,6,0,0,1,1,0,5,1,0,0,0,0,1,2,0,0
217,0x40594F31B9F2939851fBE64bFf6dff996c75Fbe7,3863,17,6,0,0,1,1,0,5,1,0,1,0,0,0,2,0,0
217,0x4184eA1bf797A9713d418894845121558d4DCDA1,3863,17,6,0,0,1,1,0,5,1,0,0,0,0,1,2,0,0
217,0x43f591061e0c77f6cc4B2f6539c4e8A1f9aFFaa9,3863,17,4,1,1,1,1,0,5,1,0,1,0,0,0,0,1,1
217,0x46e5fAE6F86DB953B1fBfD7EFd2d56B90AF16876,3863,17,5,0,0,1,1,0,5,1,0,0,0,1,1,2,0,0
217,0x475Cce96552F6Ea23bdf7370Ffb9eb7B3e23b168,3863,17,6,2,2,1,1,0,0,0,0,0,0,0,1,2,1,1
217,0x48E69842cB66AA608DfF749fC4db8b3a65d0D4a9,3863,17,0,2,2,1,5,0,5,0,0,0,0,0,0,0,1,1
217,0x4FdbB5d791E3e1157e1e464D3862E21B0EFC0979,3863,17,5,0,0,1,1,0,5,1,0,1,0,1,0,2,0,0
217,0x52A9693B4718CbEEa7EcF7a5A9a9A6A0Fda5f260,3863,17,5,0,2,1,1,0,5,0,0,0,0,0,0,2,0,1
217,0x560e1C866725eDC4C3AaABE38683A7Ec8420C31F,3863,17,0,2,2,1,1,0,5,0,0,1,0,0,1,2,1,1
217,0x5A254fB84E4b88932072C00D6B5b3114aeEDA153,3863,17,6,0,0,1,1,0,5,1,0,0,0,1,0,2,0,0
217,0x5B191DEE6A09918C6b729547Dd15ce8Eb83A7085,3863,17,6,0,0,1,1,0,5,1,0,0,0,0,1,2,0,0
217,0x5c4C7f7CF710302be5ACC1ffDa304BDE312205B6,3863,17,6,0,0,1,0,1,5,1,0,0,0,0,1,2,0,0
217,0x6B33Cfb9B0d6074ECdBBb888eE87d71D62e095e4,3863,17,6,0,0,1,1,0,5,1,0,0,0,0,1,2,0,0
217,0x7241F8C96055EA073630fcAE484104C4590E2a7C,3863,17,3,1,1,1,1,0,5,1,0,0,0,0,0,2,1,1
217,0x7314d37db36d7403Fe37669704eE9a33F589496E,3863,17,5,0,0,1,3,0,5,0,0,0,0,0,1,2,0,0
217,0x78067EB0b1620d7130898d97AA5510aF0cA3F6D6,3863,17,5,0,0,1,2,0,5,1,0,1,0,0,0,2,0,0
217,0x7Fa3470539815c645012d60693ae10AEbE43387C,3863,17,5,0,0,1,1,1,5,1,0,1,0,0,0,2,0,0
217,0x7d4053510C0E2cE0f127cf890FdB84F1A36cDC6D,3863,17,6,0,0,1,1,0,5,1,0,1,0,0,0,2,0,0
217,0x7dE0aB9fbbA33d367851CF5AD6d12bDf256F0735,3863,17,5,0,0,1,2,1,5,0,0,0,0,0,1,2,0,0
217,0x84Ff1226dE67066ad96854760eB7410a46070ff8,3863,17,6,0,0,1,1,0,5,0,0,0,0,1,1,2,0,0
217,0x9394d6e3c5cf44621a3f4B078F193A66c617A8bd,3863,17,4,2,2,1,1,0,5,0,0,0,0,0,0,0,1,1
217,0x957A591c2aFD9732758652263F04e81E4b90F381,3863,17,1,1,1,1,5,1,5,0,0,0,0,0,0,0,1,1
217,0x95B040599Eb3Ab880A4291E38b0598cC33993dE3,3863,17,6,0,0,2,1,0,5,1,0,0,0,0,0,2,0,0
217,0x9830d6B37fe7488707cC4AD7F8B481D75eB2a8C2,3863,17,0,2,2,1,1,0,5,0,0,0,0,1,1,2,1,1
217,0x999b98242f5384E225a02aFceBb5Cfc817559e65,3863,17,6,0,0,1,1,0,5,1,0,1,0,0,0,2,0,0
217,0x9ACB0e05FfA9E08777aa4dFB3c2C77A58103F6aB,3863,17,0,2,2,1,1,0,5,0,0,1,0,0,1,2,1,1
217,0x9C01672bCA7C85b7D0422B8cf93A1D4794DbF08A,3863,17,6,0,0,1,1,0,5,1,0,0,0,0,1,2,0,0
217,0x9af6f946d80590E67E16eEC61360E4A7a92c76B8,3863,17,4,1,1,1,1,0,5,0,0,0,0,0,0,2,1,1
217,0xA8518a2cCDfe353844F2fB553B90D8E8A740b347,3863,17,6,0,0,1,1,0,5,1,0,0,0,0,1,2,0,0
217,0xA88882C2833cd62a233c15adD793dB811b708075,3863,17,0,2,2,2,1,0,5,1,0,0,0,0,0,2,1,1
217,0xAdfa6eF1D6223225FEb30478601f69105010492E,3863,17,6,0,0,1,1,0,5,1,0,1,0,0,0,2,0,0
217,0xB3566586517495b68f150bbb87136c875598A02a,3863,17,6,2,2,1,1,0,0,0,0,0,0,0,1,2,1,1
217,0xB772ad4d6F1AcCfd91BEF9b7775ad1599BD51678,3863,17,4,0,0,1,3,0,5,1,0,0,0,0,1,2,0,0
217,0xC7e92F62C9f81CEe09CAc90D141DF6E20588C3F9,3863,17,6,0,0,1,2,0,5,0,0,1,0,0,0,2,0,0
217,0xD0F55F7E6AC44C9121b655BE7a1E1c425D52106F,3863,17,6,0,0,1,1,0,5,1,1,0,0,0,0,2,0,0
217,0xE9a1697047d75976142F8b0fDdFe943E664423a1,3863,17,5,0,0,1,1,0,5,1,0,0,0,1,1,2,0,0
217,0xECe56694505E1faDfAF16cc53306Ea45F76c3a14,3863,17,6,0,0,1,0,1,5,1,0,0,0,0,1,2,0,0
217,0xEd6F695F1Db79428c0aFeB1697AB3B553a3a7CB4,3863,17,6,0,0,1,2,0,5,1,0,0,0,0,0,2,0,0
217,0xF4E57D7AC8670437428f67Ea8a0673833124A32e,3863,17,2,0,0,1,4,1,5,1,0,0,0,1,0,2,0,0
217,0xFb91A0D6Dff39F19d0Ea9c988Ad8DfB93244C40b,3863,17,6,2,3,1,1,0,0,0,0,0,0,0,0,2,1,1
217,0xFeaCAF7B8Ce56b05D9cc9520f193B89cfA4aB51D,3863,17,2,2,2,1,1,0,5,0,0,0,0,0,0,2,1,1
217,0xa843aBDB5e6F9df9daB95dd3d3FEf26b7C670f17,3863,17,3,1,1,1,1,0,5,0,0,0,0,0,1,2,1,1
217,0xa884DeB7E52522201118058a8981A5A18D99F60C,3863,17,6,0,0,1,1,0,5,1,0,0,0,0,1,2,0,0
217,0xaFd24155DE033627f91eB6A4bB55ec642b086E1f,3863,17,1,2,2,1,3,0,5,1,0,0,0,0,0,0,1,1
217,0xb1A97A9070cFaa4d5653911E7D565E1EC819dF4A,3863,17,1,2,2,1,1,0,5,1,0,0,0,0,0,2,1,1
217,0xb9c967Aa41292Ff7aFE2AdCD0eE04D302A88e8dD,3863,17,6,0,0,1,1,0,5,0,1,1,0,0,0,2,0,0
217,0xe38D5840A51F7dA315b085BAcf144969A8006E72,3863,17,2,2,2,1,1,0,5,0,0,0,0,0,0,2,1,1
217,0xeBb28d2c512Ed1786b246C7a96328ab308ce0f42,3863,17,6,0,0,1,2,0,5,1,0,0,0,0,0,2,0,0
217,0xeC5BEe68D85A0277479A192629D00025C2b63D20,3863,17,6,0,0,1,0,0,5,1,0,1,0,0,1,2,0,0
217,0xefBEe49244701f596E49FB649b46A8853f085020,3863,17,5,2,2,3,1,0,0,0,0,0,0,0,0,2,1,1
217,0xf1b7cA818f22188a895b40125f1c40388F0A4571,3863,17,6,0,0,1,1,0,5,1,0,0,0,0,1,2,0,0
291,0x018923cF7bec398D51d90d41deCBA688Bb89508b,3636,16,6,0,0,1,1,1,5,0,0,0,0,0,0,2,0,0
291,0x028Bd1E65B25CA2fBAa177b5d2c3257142C1FE8e,3636,16,5,0,0,1,1,0,5,1,0,0,0,0,1,2,0,0
291,0x037B628d51b6e2921C85d098C823AFe33541bD6A,3636,16,6,0,0,1,1,0,5,0,0,1,0,0,0,2,0,0
291,0x03A52d720faa3a92Ae7926A6Af607fbFe84cDf5e,3636,16,6,0,0,1,1,0,5,0,0,0,0,1,0,2,0,0
291,0x0B01168b77425d8a4Df02F794d2ceD416EC6e7d4,3636,16,6,0,0,1,0,1,5,0,0,0,0,0,1,2,0,0
291,0x0B084F50B944A74e77692b5B1F464BC9D30E9af0,3636,16,3,0,0,1,1,0,5,1,1,1,0,1,0,2,0,0
291,0x0FF97f10C43c61b592efc9C6F012f6145eB1BD99,3636,16,6,0,0,1,1,0,5,1,0,0,0,0,0,2,0,0
291,0x1025782a4236152A7D603b8040c9eBa6764d2F80,3636,16,5,0,0,1,1,0,5,1,0,1,0,0,0,2,0,0
291,0x17B04bbA47f1DdAfF1519A98A5f5923B66Aa1407,3636,16,5,0,0,1,1,0,5,1,0,0,0,0,1,2,0,0
291,0x1Ad1326Ae5caD3c912D7899649286AFBcf908925,3636,16,4,0,0,1,1,0,5,1,0,0,0,1,1,2,0,0
291,0x1aC3ECf7e7D37f9246eABA38B38dC1E3737491F5,3636,16,6,0,0,1,1,0,5,1,0,0,0,0,0,2,0,0
291,0x28a62f5c002401683d63Be20f53768f5C1c6E2cF,3636,16,6,0,0,1,0,1,5,1,0,0,0,0,0,2,0,0
291,0x28baDd4C4603D3FFda223FFf00cDf695402ee4dE,3636,16,6,0,0,1,1,0,5,1,0,0,0,0,0,2,0,0
291,0x2Bf08f2E7bf56A5aA496ccC0D71a1D86e4b2910a,3636,16,5,0,0,1,1,0,5,1,0,0,0,0,1,2,0,0
291,0x2C166d5642eCEA323f3693bb24c5b765d1B30cDA,3636,16,5,0,0,1,0,0,5,1,0,1,0,0,1,2,0,0
291,0x2Ed27928F116323742dfa0AF99dacD680cD7C495,3636,16,6,0,0,1,2,0,5,0,0,0,0,0,0,2,0,0
291,0x309E65394C8bfc39091c10Ca723964F88fA4e5eC,3636,16,6,0,0,1,2,0,5,0,0,0,0,0,0,2,0,0
291,0x3162B3eFF87c94f989d0799F11d61e3cDC8f51F7,3636,16,5,0,0,1,1,0,5,1,0,0,0,0,1,2,0,0
291,0x32B3f9831C8eDbB70d1cb542c13AC5dA0035A7a7,3636,16,5,0,0,1,1,0,5,0,0,0,0,1,1,2,0,0
291,0x32C858AA36bF7A435e780ea7240ABc7F647df930,3636,16,5,0,0,1,1,0,5,1,0,0,0,0,1,2,0,0
291,0x36fb66ea97A342c0f43CAB3045004C17bc15546a,3636,16,6,0,0,1,0,0,5,1,0,0,0,0,1,2,0,0
291,0x3B1925168A10632760C4fF9DDac7B6Ee7BD476ab,3636,16,6,0,0,1,1,1,5,0,0,0,0,0,0,2,0,0
291,0x3CF0F00C2Aaa12cEEFbD6116073A0833508F8901,3636,16,0,2,4,1,1,0,5,1,0,0,0,0,0,0,1,1
291,0x3CF282CD2DF98D8589598fdE938eEcD1Dac9671f,3636,16,6,0,0,1,1,0,5,0,0,1,0,0,0,2,0,0
291,0x3cF4D506A15e62F4eb8FdC823772cCD40a8D2E41,3636,16,5,0,0,1,2,0,5,1,0,0,0,0,0,2,0,0
291,0x4302d1AaC2E1daD1891CaEB4d3Fedbb517c79fA4,3636,16,6,0,0,0,1,0,5,1,0,1,0,0,0,2,0,0
291,0x5b1D63E61D372F5C4B184F186fFE962329e99d0b,3636,16,6,0,0,1,1,0,5,1,0,0,0,0,0,2,0,0
291,0x5d9D1d68bD90e3C06087c72FB3bD5C4204979813,3636,16,2,1,2,1,1,0,5,0,0,0,0,0,0,2,1,1
291,0x64E3bc97Bf2e3c34B9A7D30CEF4b7CfBE4726f86,3636,16,6,0,0,1,1,0,5,0,0,0,0,0,1,2,0,0
291,0x65939768C056E0f35Ecea18FBBACb75650c52c8d,3636,16,5,0,0,1,2,0,5,1,0,0,0,0,0,2,0,0
291,0x66633Cc6B84CD127A0bb84864c1a4eA0172469A6,3636,16,6,0,0,1,1,1,5,0,0,0,0,0,0,2,0,0
291,0x692aA4F9f1D7139b08100A871D314454073eda7F,3636,16,5,0,0,1,4,0,5,1,0,0,0,0,0,0,0,0
291,0x696125F821C924F642b9aa0816f3A19fCF334D0c,3636,16,5,0,0,1,2,0,5,0,0,1,0,0,0,2,0,0
291,0x6C75881D661f2d0d160011BDC967263C02D18357,3636,16,5,0,0,0,5,0,5,1,0,0,0,0,0,0,0,0
291,0x7199c101324F3Af4E1089AA865f7D358696A8acB,3636,16,6,0,0,1,1,0,5,0,0,0,0,0,1,2,0,0
291,0x76365F27a33296951De6207a81eC53d5305d06E7,3636,16,3,1,1,1,1,0,5,1,0,1,0,0,0,0,1,1
291,0x78b8A76BEa31733777556033e2a116df66C4C41C,3636,16,5,0,0,1,2,0,5,1,0,0,0,0,0,2,0,0
291,0x78fC611C78E42632Fe4834eA358c5B649480C83e,3636,16,5,2,2,1,2,0,0,0,0,0,0,0,0,2,1,1
291,0x81360EB964e55441cC587955b9A039F1b60995D2,3636,16,6,0,0,1,0,1,5,1,0,0,0,0,0,2,0,0
291,0x83eE33564EA39Cc2152baD87F1D0d464D07FA3aB,3636,16,6,0,0,1,1,0,5,1,0,0,0,0,0,2,0,0
291,0x8691C78057F87Dcf6F43B7A8a36fE468087D3947,3636,16,6,0,0,1,2,0,5,0,0,0,0,0,0,2,0,0
291,0x8ae06d2a588F6A507E0997dcfaeBe5ccf6976bCC,3636,16,5,0,0,1,0,0,5,1,0,1,0,0,1,2,0,0
291,0x8bcE8da512CEE9191b2C3Ef9aA6d894ece885b01,3636,16,5,0,0,1,1,0,5,1,0,0,0,0,1,2,0,0
291,0x9307FC7ba25f62803Bf666B4Cc6d19662550B25f,3636,16,5,0,0,1,1,0,5,1,0,0,0,0,1,2,0,0
291,0x9679D527FA4bef2dfb5d883a8977FC69a2d054fE,3636,16,6,0,0,1,1,0,5,0,0,0,0,0,1,2,0,0
291,0x972351f4eCe9B2f8b2f19Ea98355014d66969Fe0,3636,16,5,0,0,1,2,0,5,0,0,0,0,0,1,2,0,0
291,0x97b6653606DbE7075f72AE5c0A13e6691e8b8Dfe,3636,16,1,2,2,1,1,0,5,0,0,0,0,0,0,2,1,1
291,0x9a477AD073069671BFFBCAbfb95BA06791E71aB8,3636,16,5,0,0,1,1,0,5,1,0,1,0,0,0,2,0,0
291,0xA09AA75da763D4aEB692672897C057786Cdd258B,3636,16,5,0,0,1,0,1,5,0,0,1,0,0,1,2,0,0
291,0xA1aF9C704783F887dAe66A09ab123AaD6373df9e,3636,16,5,0,0,1,1,1,5,1,0,0,0,0,0,2,0,0
291,0xA1e5a2899c82607274bd5346fb7C4Cc57A2B2969,3636,16,6,0,0,1,0,1,5,1,0,0,0,0,0,2,0,0
291,0xB024C97E187892CA5da51eA942f136F72635bF50,3636,16,6,0,0,1,2,0,5,0,0,0,0,0,0,2,0,0
291,0xB0fb231c58Ef465b720e8Bef705C0Cf0FB56572e,3636,16,6,0,0,1,0,0,5,1,0,1,0,0,0,2,0,0
291,0xC06d834FB0cAd4C7A3aD1754E42F938A6DDbC2A1,3636,16,6,0,0,1,2,0,5,0,0,0,0,0,0,2,0,0
291,0xC7b2E791ee0491C8DF611d5CcfD87B17a0cB9897,3636,16,0,2,2,1,1,0,5,1,0,0,0,0,0,2,1,1
291,0xD65ED38DEDEbb0353F89E83d4d4499F9656Ec01B,3636,16,6,0,0,1,0,0,5,1,0,1,0,0,0,2,0,0
291,0xE6369426Ca71D5aD56F3fD768f3725b890b1F80d,3636,16,2,0,0,1,5,0,5,1,0,0,0,0,0,2,0,0
291,0xa7f593C77299AE5Da093d6878E51e3cF529B2DFd,3636,16,6,0,0,1,1,0,5,0,0,0,0,0,1,2,0,0
291,0xb2c349bCC51E697a2898419D06D31935c5A9b92D,3636,16,6,2,2,1,1,0,0,0,0,0,0,0,0,2,1,1
291,0xb3d4206c39938B4A39596A80B1c6Ac57da2Cdfb5,3636,16,6,0,0,1,0,1,5,1,0,0,0,0,0,2,0,0
291,0xb4C5Df60c6edD2B7A417D9Ff07DFcB127E967AB7,3636,16,6,0,0,1,1,0,5,1,0,0,0,0,0,2,0,0
291,0xc070f43A770c6435AE5C587D27b7c53641D645C6,3636,16,6,0,0,1,2,0,5,0,0,0,0,0,0,2,0,0
291,0xc4ba929015d42a58c4Dc29C63847d7a81D6284d3,3636,16,5,0,0,1,1,0,5,1,0,0,0,0,1,2,0,0
291,0xc836bb138D419107e65d22dbb42377142446924E,3636,16,6,0,0,1,1,0,5,0,0,0,0,0,1,2,0,0
291,0xd17c9f8432f057031eA2705902C36729a7E3c66a,3636,16,5,0,0,1,1,0,5,1,0,0,0,0,1,2,0,0
291,0xd58603Dc6Fc45E32A10510EFC181EcEeA5293fF7,3636,16,3,2,0,1,2,0,5,0,0,0,0,0,0,2,1,0
291,0xd5Db980B9DD5826699bcb37607098401aB6bE820,3636,16,6,0,0,1,1,0,5,0,0,0,0,0,1,2,0,0
291,0xd67C07e38CC652B41716e0f23BF0A61eb665AD84,3636,16,6,0,0,1,1,0,5,1,0,0,0,0,0,2,0,0
291,0xe3D871d389BF78c091E29deCe83200E9d6B2B0C2,3636,16,6,2,2,1,1,0,0,0,0,0,0,0,0,2,1,1
360,0x002748dB885D4CCfe3C7C92143f0805F4eBEEC01,3408,15,4,0,0,1,2,0,5,1,0,0,0,0,0,2,0,0
360,0x00E8e7Fb83CF0831e770FDfc85ef6e592b0063e4,3408,15,6,0,0,0,2,0,5,1,0,1,0,0,0,0,0,0
360,0x0413B621da3adD63B35a88f9C7abE1521DCE587a,3408,15,6,0,0,1,1,0,5,0,0,0,0,0,0,2,0,0
360,0x063eE81FFded3250E624CA1AE7b27cEE612f82aE,3408,15,5,0,0,1,1,0,5,1,0,1,0,0,1,0,0,0
360,0x069EAF0625FC0205CFa86D5152C07867F13346a0,3408,15,5,0,0,1,1,0,5,0,0,0,0,0,1,2,0,0
360,0x09710cBd4D4dE0Df4C2D590609eDB133D30F2F68,3408,15,6,0,0,1,1,0,5,0,0,0,0,0,0,2,0,0
360,0x09EdFf44dED96F39C07aC95D68984BA42EEC731f,3408,15,6,0,0,1,0,0,5,0,0,1,0,0,0,2,0,0
360,0x0EB036276f40f1f0B98000dE40f7e193F02A3178,3408,15,5,0,0,1,0,0,5,1,0,0,0,0,1,2,0,0
360,0x0a8841c8451F59FDeFE4A41e17E9e4a0B61c8813,3408,15,5,0,0,1,1,0,5,1,0,0,0,0,0,2,0,0
360,0x0bc661C904ee660424A888967192f0329602bc40,3408,15,0,2,3,1,1,0,5,1,0,0,0,0,0,0,1,1
360,0x0cF603c60A2C058857210cBC539F19e48779B7Fe,3408,15,5,2,2,1,1,0,0,0,0,0,0,0,0,2,1,1
360,0x0dA84B6AEA6649D6D3a2078C4Ca4834041Aa973b,3408,15,6,0,0,1,0,0,5,0,0,1,0,0,0,2,0,0
360,0x10789878f00E551B6Cb48f26729c9abDF6C669d7,3408,15,4,0,0,1,1,0,5,1,0,0,0,0,1,2,0,0
360,0x11925475EBd17C662409d2c0c352f144AB1cA637,3408,15,5,0,0,1,2,0,5,1,0,1,0,0,0,0,0,0
360,0x1225A61c2a367D7a45197b086AcdCf2c195482C3,3408,15,4,0,0,1,1,0,5,1,0,0,0,0,1,2,0,0
360,0x13192B1056ED57eaa06BB7E49d70964A668e8604,3408,15,5,0,0,1,0,1,5,0,0,0,0,0,1,2,0,0
360,0x134BCeccab8484B600c538fa605fB7d96CDfb22a,3408,15,5,0,0,1,0,0,5,1,0,0,0,0,1,2,0,0
360,0x140DAAD3f2DdF2CCe32436CA6265c4BBD1ccef92,3408,15,5,0,0,1,0,0,5,0,0,0,0,1,1,2,0,0
360,0x1491390fC8a78C09C1D2887F91C01BA85508a703,3408,15,1,2,2,1,1,0,5,1,0,0,0,0,0,0,1,1
360,0x14acB3Fa3f52EFe9f66EA068b00b18083eBeF92f,3408,15,0,2,3,1,1,0,5,1,0,0,0,0,0,0,1,1
360,0x17858ABA4338BC859Cf27a3485eEeE8ae5b15739,3408,15,6,0,0,1,0,0,5,0,0,1,0,0,0,2,0,0
360,0x17EfB27E5d8814D44f70d3b50D166Ea345647328,3408,15,6,0,0,1,0,0,5,0,0,1,0,0,0,2,0,0
360,0x1EC2ff7A371fAb19bEf62a5f285FB09bF88C904C,3408,15,5,0,0,1,2,0,5,0,0,0,0,0,0,2,0,0
360,0x206D359900f3becFCe0C0F51cA2234D19D367757,3408,15,5,0,0,1,1,0,5,0,0,0,0,0,1,2,0,0
360,0x229adB9002A8e42e5f7b8762D09612E9FfD6337F,3408,15,5,0,0,1,1,0,5,1,0,0,0,0,0,2,0,0
360,0x240705C4d62cb97a511591C38E90060994707B31,3408,15,5,0,0,1,1,0,5,0,0,1,0,0,0,2,0,0
360,0x2600A539B907CC897736C9059F6b2d4941aDf37B,3408,15,5,0,0,1,1,0,5,0,0,1,0,0,0,2,0,0
360,0x282d656A9d95c64522F6Bc1a42EE759DE81e8dc0,3408,15,5,0,0,1,1,0,5,1,0,0,0,0,0,2,0,0
360,0x29b85b666a45a50C358FE5e43fBbc9FF1bA792E1,3408,15,6,0,0,1,1,0,5,0,0,0,0,0,0,2,0,0
360,0x2b3cF70D77052Cc4e352d6ebF9CE887B225413f9,3408,15,0,2,3,1,1,0,5,1,0,0,0,0,0,0,1,1
